ProductName,Year,Month,UnitsSold
EvoCheck,2025,5,10381
EvoCheck,2025,6,9682
EvoCheck,2025,7,9775
EvoCheck,2025,8,10141
EvoCheck,2025,9,11259
EvoCheck,2025,10,9751
EvoCheck,2025,11,12052
EvoCheck,2025,12,9195
EvoCheck,2026,1,8110
EvoCheck,2026,2,1670
EvoCheck Go,2024,1,5161
EvoCheck Go,2024,2,11956
EvoCheck Go,2024,3,7266
EvoCheck Go,2024,4,5674
EvoCheck Go,2024,5,8233
EvoCheck Go,2024,6,9694
EvoCheck Go,2024,7,7089
EvoCheck Go,2024,8,9880
EvoCheck Go,2024,9,10187
EvoCheck Go,2024,10,10853
EvoCheck Go,2024,11,11174
EvoCheck Go,2024,12,7515
EvoCheck Go,2025,1,9960
EvoCheck Go,2025,2,10259
EvoCheck Go,2025,3,9798
EvoCheck Go,2025,4,9007
EvoCheck Go,2025,5,12489
EvoCheck Go,2025,6,11145
EvoCheck Go,2025,7,13147
EvoCheck Go,2025,8,15091
EvoCheck Go,2025,9,14209
EvoCheck Go,2025,10,12695
EvoCheck Go,2025,11,13770
EvoCheck Go,2025,12,11823
EvoCheck Go,2026,1,13176
EvoCheck Go,2026,2,2078
Evocheck M BGM,2024,3,-17
EvoCheck Premium LinX,2025,11,87
EvoCheck Premium LinX,2025,12,447
EvoCheck Premium LinX,2026,1,194
EvoCheck Premium LinX,2026,2,98
EVOCIN,2024,4,-2
EVOCIN,2025,10,-5
EVODOXIM,2024,7,0
Evofix,2024,1,22654
Evofix,2024,2,22308
Evofix,2024,3,20646
Evofix,2024,4,19832
Evofix,2024,5,23546
Evofix,2024,6,15847
Evofix,2024,7,7149
Evofix,2024,8,6634
Evofix,2024,9,7115
Evofix,2024,10,6735
Evofix,2024,11,5960
Evofix,2024,12,5128
Evofix,2025,1,5610
Evofix,2025,2,5526
Evofix,2025,3,4322
Evofix,2025,4,4835
Evofix,2025,5,5334
Evofix,2025,6,3938
Evofix,2025,7,6000
Evofix,2025,8,6136
Evofix,2025,9,6427
Evofix,2025,10,7402
Evofix,2025,11,5846
Evofix,2025,12,5714
Evofix,2026,1,4631
Evofix,2026,2,1034
Evokalm,2024,1,29861
Evokalm,2024,2,27519
Evokalm,2024,3,27918
Evokalm,2024,4,26142
Evokalm,2024,5,28041
Evokalm,2024,6,25330
Evokalm,2024,7,26760
Evokalm,2024,8,30184
Evokalm,2024,9,30367
Evokalm,2024,10,32491
Evokalm,2024,11,32460
Evokalm,2024,12,32560
Evokalm,2025,1,35600
Evokalm,2025,2,34051
Evokalm,2025,3,34142
Evokalm,2025,4,35105
Evokalm,2025,5,36924
Evokalm,2025,6,33098
Evokalm,2025,7,35743
Evokalm,2025,8,36042
Evokalm,2025,9,37904
Evokalm,2025,10,36888
Evokalm,2025,11,34475
Evokalm,2025,12,40041
Evokalm,2026,1,38894
Evokalm,2026,2,9177
Evokalm XR,2024,1,3047
Evokalm XR,2024,2,3708
Evokalm XR,2024,3,3385
Evokalm XR,2024,4,3287
Evokalm XR,2024,5,3651
Evokalm XR,2024,6,2789
Evokalm XR,2024,7,3276
Evokalm XR,2024,8,3166
Evokalm XR,2024,9,3132
Evokalm XR,2024,10,3358
Evokalm XR,2024,11,3539
Evokalm XR,2024,12,3620
Evokalm XR,2025,1,3643
Evokalm XR,2025,2,4332
Evokalm XR,2025,3,3923
Evokalm XR,2025,4,2593
Evokalm XR,2025,5,5419
Evokalm XR,2025,6,3941
Evokalm XR,2025,7,4184
Evokalm XR,2025,8,4202
Evokalm XR,2025,9,4414
Evokalm XR,2025,10,4321
Evokalm XR,2025,11,3525
Evokalm XR,2025,12,4110
Evokalm XR,2026,1,3952
Evokalm XR,2026,2,950
Evopravir,2024,2,0
Evopravir,2024,3,-10
Evopravir,2024,4,-1
Evopravir,2024,5,1
Evopravir,2024,7,0
Evopride,2024,1,25780
Evopride,2024,2,26327
Evopride,2024,3,26817
Evopride,2024,4,25094
Evopride,2024,5,27603
Evopride,2024,6,25641
Evopride,2024,7,27996
Evopride,2024,8,30602
Evopride,2024,9,28616
Evopride,2024,10,29898
Evopride,2024,11,28589
Evopride,2024,12,27983
Evopride,2025,1,29217
Evopride,2025,2,28989
Evopride,2025,3,29525
Evopride,2025,4,28022
Evopride,2025,5,28819
Evopride,2025,6,27303
Evopride,2025,7,30639
Evopride,2025,8,27323
Evopride,2025,9,27389
Evopride,2025,10,27600
Evopride,2025,11,25957
Evopride,2025,12,25745
Evopride,2026,1,28665
Evopride,2026,2,7127
Evopride Plus,2024,1,55130
Evopride Plus,2024,2,51040
Evopride Plus,2024,3,53632
Evopride Plus,2024,4,52279
Evopride Plus,2024,5,55367
Evopride Plus,2024,6,53043
Evopride Plus,2024,7,57199
Evopride Plus,2024,8,58737
Evopride Plus,2024,9,57339
Evopride Plus,2024,10,57563
Evopride Plus,2024,11,54501
Evopride Plus,2024,12,47060
Evopride Plus,2025,1,61994
Evopride Plus,2025,2,56112
Evopride Plus,2025,3,55385
Evopride Plus,2025,4,53072
Evopride Plus,2025,5,56555
Evopride Plus,2025,6,54301
Evopride Plus,2025,7,57814
Evopride Plus,2025,8,54539
Evopride Plus,2025,9,55285
Evopride Plus,2025,10,56811
Evopride Plus,2025,11,50840
Evopride Plus,2025,12,54820
Evopride Plus,2026,1,53921
Evopride Plus,2026,2,14831
EVOROX,2024,5,0
EVOZID,2024,1,-1
Fasteso,2024,1,8378
Fasteso,2024,2,8994
Fasteso,2024,3,8570
Fasteso,2024,4,6513
Fasteso,2024,5,3678
Fasteso,2024,6,374
Fasteso,2024,7,987
Fasteso,2024,8,9332
Fasteso,2024,9,7107
Fasteso,2024,10,7232
Fasteso,2024,11,7775
Fasteso,2024,12,7646
Fasteso,2025,1,10193
Fasteso,2025,2,11333
Fasteso,2025,3,10771
Fasteso,2025,4,9372
Fasteso,2025,5,8235
Fasteso,2025,6,7451
Fasteso,2025,7,8786
Fasteso,2025,8,9830
Fasteso,2025,9,11344
Fasteso,2025,10,12281
Fasteso,2025,11,9439
Fasteso,2025,12,9423
Fasteso,2026,1,6262
Fasteso,2026,2,1665
Femova,2024,1,11349
Femova,2024,2,11822
Femova,2024,3,10969
Femova,2024,4,10179
Femova,2024,5,11650
Femova,2024,6,11288
Femova,2024,7,12972
Femova,2024,8,13791
Femova,2024,9,13648
Femova,2024,10,14535
Femova,2024,11,13229
Femova,2024,12,12597
Femova,2025,1,12317
Femova,2025,2,12771
Femova,2025,3,12090
Femova,2025,4,12858
Femova,2025,5,15370
Femova,2025,6,12736
Femova,2025,7,16362
Femova,2025,8,16445
Femova,2025,9,17091
Femova,2025,10,17139
Femova,2025,11,15602
Femova,2025,12,15513
Femova,2026,1,13899
Femova,2026,2,2939
Ferfer,2024,1,14107
Ferfer,2024,2,14733
Ferfer,2024,3,16083
Ferfer,2024,4,16264
Ferfer,2024,5,20723
Ferfer,2024,6,19833
Ferfer,2024,7,23249
Ferfer,2024,8,25043
Ferfer,2024,9,24231
Ferfer,2024,10,24710
Ferfer,2024,11,22157
Ferfer,2024,12,19466
Ferfer,2025,1,20163
Ferfer,2025,2,20828
Ferfer,2025,3,21428
Ferfer,2025,4,25733
Ferfer,2025,5,28914
Ferfer,2025,6,26531
Ferfer,2025,7,31388
Ferfer,2025,8,30073
Ferfer,2025,9,34112
Ferfer,2025,10,30672
Ferfer,2025,11,26556
Ferfer,2025,12,25744
Ferfer,2026,1,22877
Ferfer,2026,2,4858
Ferfer Gro,2024,1,7069
Ferfer Gro,2024,2,7630
Ferfer Gro,2024,3,7859
Ferfer Gro,2024,4,8919
Ferfer Gro,2024,5,12637
Ferfer Gro,2024,6,9617
Ferfer Gro,2024,7,8721
Ferfer Gro,2024,8,8529
Ferfer Gro,2024,9,7810
Ferfer Gro,2024,10,8115
Ferfer Gro,2024,11,4301
Ferfer Gro,2024,12,1276
Ferfer Gro,2025,1,282
Ferfer Gro,2025,2,55
Ferfer Gro,2025,3,42
Ferfer Gro,2025,4,-38
Ferfer Gro,2025,5,-48
Ferfer Gro,2025,6,-39
Ferfer Gro,2025,7,-62
Ferfer Gro,2025,8,-38
Ferfer Gro,2025,9,-62
Ferfer Gro,2025,10,-57
Ferfer Gro,2025,11,-53
Ferfer Gro,2025,12,-54
Ferfer Gro,2026,1,-71
Ferfer Gro,2026,2,-4
Finno-Q,2024,5,4070
Finno-Q,2024,6,-411
Finno-Q,2024,7,-38
Finno-Q,2024,8,-22
Finno-Q,2024,9,4053
Finno-Q,2024,10,4382
Finno-Q,2024,11,4905
Finno-Q,2024,12,5571
Finno-Q,2025,1,5830
Finno-Q,2025,2,5638
Finno-Q,2025,3,4855
Finno-Q,2025,4,5773
Finno-Q,2025,5,7275
Finno-Q,2025,6,6036
Finno-Q,2025,7,7217
Finno-Q,2025,8,6821
Finno-Q,2025,9,6724
Finno-Q,2025,10,7575
Finno-Q,2025,11,5791
Finno-Q,2025,12,5450
Finno-Q,2026,1,5450
Finno-Q,2026,2,1356
FORMIS,2024,2,0
FORMIS,2024,3,-5
FORMIS,2024,4,-2
FORMIS,2024,5,0
FORMIS,2024,8,-1
Forsonide,2025,1,2101
Forsonide,2025,2,1223
Forsonide,2025,3,903
Forsonide,2025,4,777
Forsonide,2025,5,849
Forsonide,2025,6,817
Forsonide,2025,7,1030
Forsonide,2025,8,1052
Forsonide,2025,9,1018
Forsonide,2025,10,1085
Forsonide,2025,11,930
Forsonide,2025,12,759
Forsonide,2026,1,393
Forsonide,2026,2,68
FREEDEP,2024,1,0
FREEDEP,2024,3,-11
FREEDEP,2024,4,-12
FREEDEP,2024,5,-1
FREEDEP,2024,7,-1
FREEDEP,2024,10,-1
FREEDEP,2024,12,-2
FREEDEP,2025,2,-1
FREEDEP,2025,4,-2
FREEDEP,2025,5,-4
FREEDEP,2025,6,-4
FREEDEP,2025,7,-2
FREEDEP,2025,9,-1
FREEDEP,2026,2,-2
Galvecta,2024,1,2403
Galvecta,2024,2,2324
Galvecta,2024,3,2221
Galvecta,2024,4,1941
Galvecta,2024,5,1951
Galvecta,2024,6,1979
Galvecta,2024,7,1689
Galvecta,2024,8,1986
Galvecta,2024,9,1739
Galvecta,2024,10,1827
Galvecta,2024,11,1589
Galvecta,2024,12,1649
Galvecta,2025,1,1365
Galvecta,2025,2,1512
Galvecta,2025,3,1509
Galvecta,2025,4,1607
Galvecta,2025,5,1655
Galvecta,2025,6,1395
Galvecta,2025,7,1582
Galvecta,2025,8,1467
Galvecta,2025,9,1480
Galvecta,2025,10,1666
Galvecta,2025,11,1483
Galvecta,2025,12,1411
Galvecta,2026,1,1208
Galvecta,2026,2,363
Galvecta Plus,2024,1,17451
Galvecta Plus,2024,2,16815
Galvecta Plus,2024,3,16377
Galvecta Plus,2024,4,15707
Galvecta Plus,2024,5,15314
Galvecta Plus,2024,6,15058
Galvecta Plus,2024,7,14622
Galvecta Plus,2024,8,14646
Galvecta Plus,2024,9,14787
Galvecta Plus,2024,10,14857
Galvecta Plus,2024,11,13612
Galvecta Plus,2024,12,13131
Galvecta Plus,2025,1,13157
Galvecta Plus,2025,2,12982
Galvecta Plus,2025,3,13669
Galvecta Plus,2025,4,12356
Galvecta Plus,2025,5,13648
Galvecta Plus,2025,6,11511
Galvecta Plus,2025,7,13238
Galvecta Plus,2025,8,12623
Galvecta Plus,2025,9,12093
Galvecta Plus,2025,10,12627
Galvecta Plus,2025,11,11369
Galvecta Plus,2025,12,12724
Galvecta Plus,2026,1,11918
Galvecta Plus,2026,2,3291
Gouric,2024,1,92052
Gouric,2024,2,94788
Gouric,2024,3,106192
Gouric,2024,4,105669
Gouric,2024,5,120923
Gouric,2024,6,115391
Gouric,2024,7,141713
Gouric,2024,8,140804
Gouric,2024,9,139287
Gouric,2024,10,141961
Gouric,2024,11,123999
Gouric,2024,12,117234
Gouric,2025,1,116019
Gouric,2025,2,113546
Gouric,2025,3,123886
Gouric,2025,4,128734
Gouric,2025,5,146020
Gouric,2025,6,144765
Gouric,2025,7,158429
Gouric,2025,8,151632
Gouric,2025,9,160060
Gouric,2025,10,170420
Gouric,2025,11,144761
Gouric,2025,12,144829
Gouric,2026,1,133222
Gouric,2026,2,30783
HIFAZAT,2024,1,-91
HIFAZAT,2024,2,-3
HIFAZAT,2024,3,-3
HIFAZAT,2024,4,-2
Histalis,2024,1,10833
Histalis,2024,2,9710
Histalis,2024,3,11424
Histalis,2024,4,9166
Histalis,2024,5,10486
Histalis,2024,6,8426
Histalis,2024,7,9605
Histalis,2024,8,10742
Histalis,2024,9,11974
Histalis,2024,10,14286
Histalis,2024,11,12666
Histalis,2024,12,14262
Histalis,2025,1,14166
Histalis,2025,2,13491
Histalis,2025,3,12062
Histalis,2025,4,11814
Histalis,2025,5,11922
Histalis,2025,6,9601
Histalis,2025,7,11568
Histalis,2025,8,12593
Histalis,2025,9,13257
Histalis,2025,10,15598
Histalis,2025,11,15367
Histalis,2025,12,14738
Histalis,2026,1,12504
Histalis,2026,2,2984
IBANDRO,2024,1,-15
IBANDRO,2024,2,-53
IBANDRO,2024,3,-50
IBANDRO,2024,4,-96
IBANDRO,2024,5,-15
IBANDRO,2024,6,-2
IBANDRO,2024,7,-5
IBANDRO,2024,8,-10
IBANDRO,2024,9,1
IBANDRO,2024,10,-3
IBANDRO,2024,11,-2
IBANDRO,2024,12,-2
IBANDRO,2025,1,-2
IBANDRO,2025,2,-1
IBANDRO,2025,12,-1
INNOGEN N,2024,3,-1
INNOGEN N,2024,4,-5
INNOGEN R,2024,3,-4
INNOGEN R,2024,4,-2
Inosita,2024,1,13648
Inosita,2024,2,12516
Inosita,2024,3,13147
Inosita,2024,4,11833
Inosita,2024,5,13288
Inosita,2024,6,13198
Inosita,2024,7,13692
Inosita,2024,8,14369
Inosita,2024,9,14224
Inosita,2024,10,16736
Inosita,2024,11,14112
Inosita,2024,12,13598
Inosita,2025,1,15186
Inosita,2025,2,13764
Inosita,2025,3,14999
Inosita,2025,4,11787
Inosita,2025,5,12864
Inosita,2025,6,11315
Inosita,2025,7,14121
Inosita,2025,8,14300
Inosita,2025,9,14988
Inosita,2025,10,14327
Inosita,2025,11,13409
Inosita,2025,12,14431
Inosita,2026,1,15093
Inosita,2026,2,3975
Inosita Plus,2024,1,137563
Inosita Plus,2024,2,129034
Inosita Plus,2024,3,137835
Inosita Plus,2024,4,132315
Inosita Plus,2024,5,133279
Inosita Plus,2024,6,133661
Inosita Plus,2024,7,139828
Inosita Plus,2024,8,148635
Inosita Plus,2024,9,149491
Inosita Plus,2024,10,157574
Inosita Plus,2024,11,147753
Inosita Plus,2024,12,151937
Inosita Plus,2025,1,151469
Inosita Plus,2025,2,149275
Inosita Plus,2025,3,148551
Inosita Plus,2025,4,151312
Inosita Plus,2025,5,151910
Inosita Plus,2025,6,156191
Inosita Plus,2025,7,174250
Inosita Plus,2025,8,159982
Inosita Plus,2025,9,170848
Inosita Plus,2025,10,164655
Inosita Plus,2025,11,151860
Inosita Plus,2025,12,159874
Inosita Plus,2026,1,159287
Inosita Plus,2026,2,41802
Iprazyme,2025,9,202
Iprazyme,2025,10,3382
Iprazyme,2025,11,1860
Iprazyme,2025,12,4824
Iprazyme,2026,1,5703
Iprazyme,2026,2,1038
Iprazyme-S,2025,9,196
Iprazyme-S,2025,10,3157
Iprazyme-S,2025,11,3134
Iprazyme-S,2025,12,6422
Iprazyme-S,2026,1,7159
Iprazyme-S,2026,2,1883
Itipso,2024,4,120
Itipso,2024,5,9132
Itipso,2024,6,6642
Itipso,2024,7,11236
Itipso,2024,8,11834
Itipso,2024,9,4390
Itipso,2024,10,8460
Itipso,2024,11,9925
Itipso,2024,12,8474
Itipso,2025,1,10245
Itipso,2025,2,9812
Itipso,2025,3,9038
Itipso,2025,4,9276
Itipso,2025,5,10715
Itipso,2025,6,9359
Itipso,2025,7,13043
Itipso,2025,8,14198
Itipso,2025,9,15000
Itipso,2025,10,14052
Itipso,2025,11,12474
Itipso,2025,12,12559
Itipso,2026,1,8997
Itipso,2026,2,2262
Ivadin,2024,1,8953
Ivadin,2024,2,7555
Ivadin,2024,3,10062
Ivadin,2024,4,8521
Ivadin,2024,5,8493
Ivadin,2024,6,8214
Ivadin,2024,7,8331
Ivadin,2024,8,5224
Ivadin,2024,9,8926
Ivadin,2024,10,6447
Ivadin,2024,11,1820
Ivadin,2024,12,955
Ivadin,2025,1,1276
Ivadin,2025,2,1109
Ivadin,2025,3,898
Ivadin,2025,4,241
Ivadin,2025,5,-356
Ivadin,2025,6,-33
Ivadin,2025,7,-274
Ivadin,2025,8,-51
Ivadin,2025,9,-38
Ivadin,2025,10,-61
Ivadin,2025,11,-85
Ivadin,2025,12,-561
Ivadin,2026,1,-469
Ivadin,2026,2,-91
K-1000,2024,1,19895
K-1000,2024,2,19963
K-1000,2024,3,19532
K-1000,2024,4,18505
K-1000,2024,5,23167
K-1000,2024,6,21300
K-1000,2024,7,24006
K-1000,2024,8,26993
K-1000,2024,9,28713
K-1000,2024,10,28902
K-1000,2024,11,27858
K-1000,2024,12,27321
K-1000,2025,1,28296
K-1000,2025,2,28247
K-1000,2025,3,25329
K-1000,2025,4,29271
K-1000,2025,5,30652
K-1000,2025,6,25430
K-1000,2025,7,32990
K-1000,2025,8,20317
K-1000,2025,9,34392
K-1000,2025,10,33585
K-1000,2025,11,30329
K-1000,2025,12,31315
K-1000,2026,1,28611
K-1000,2026,2,6160
K-1000 Plus,2025,3,230
K-1000 Plus,2025,4,8090
K-1000 Plus,2025,5,11965
K-1000 Plus,2025,6,12312
K-1000 Plus,2025,7,14788
K-1000 Plus,2025,8,15791
K-1000 Plus,2025,9,13640
K-1000 Plus,2025,10,5479
K-1000 Plus,2025,11,7894
K-1000 Plus,2025,12,6253
K-1000 Plus,2026,1,5229
K-1000 Plus,2026,2,1457
Kalsob,2024,1,28537
Kalsob,2024,2,27236
Kalsob,2024,3,27136
Kalsob,2024,4,25492
Kalsob,2024,5,32260
Kalsob,2024,6,29853
Kalsob,2024,7,36800
Kalsob,2024,8,39184
Kalsob,2024,9,39241
Kalsob,2024,10,45712
Kalsob,2024,11,42523
Kalsob,2024,12,40622
Kalsob,2025,1,42597
Kalsob,2025,2,45691
Kalsob,2025,3,41526
Kalsob,2025,4,44808
Kalsob,2025,5,50305
Kalsob,2025,6,46262
Kalsob,2025,7,55273
Kalsob,2025,8,55227
Kalsob,2025,9,38982
Kalsob,2025,10,64769
Kalsob,2025,11,54089
Kalsob,2025,12,55352
Kalsob,2026,1,54859
Kalsob,2026,2,12803
Klevra,2024,1,7798
Klevra,2024,2,5153
Klevra,2024,3,7162
Klevra,2024,4,6782
Klevra,2024,5,5789
Klevra,2024,6,6461
Klevra,2024,7,7472
Klevra,2024,8,7860
Klevra,2024,9,7767
Klevra,2024,10,7701
Klevra,2024,11,7034
Klevra,2024,12,8949
Klevra,2025,1,8969
Klevra,2025,2,8587
Klevra,2025,3,8487
Klevra,2025,4,9493
Klevra,2025,5,9163
Klevra,2025,6,7850
Klevra,2025,7,8960
Klevra,2025,8,9511
Klevra,2025,9,9539
Klevra,2025,10,9772
Klevra,2025,11,8342
Klevra,2025,12,11272
Klevra,2026,1,9825
Klevra,2026,2,1718
Klevra XR,2024,1,607
Klevra XR,2024,2,533
Klevra XR,2024,3,792
Klevra XR,2024,4,811
Klevra XR,2024,5,532
Klevra XR,2024,6,641
Klevra XR,2024,7,750
Klevra XR,2024,8,655
Klevra XR,2024,9,515
Klevra XR,2024,10,848
Klevra XR,2024,11,844
Klevra XR,2024,12,652
Klevra XR,2025,1,610
Klevra XR,2025,2,636
Klevra XR,2025,3,540
Klevra XR,2025,4,842
Klevra XR,2025,5,769
Klevra XR,2025,6,695
Klevra XR,2025,7,755
Klevra XR,2025,8,803
Klevra XR,2025,9,782
Klevra XR,2025,10,791
Klevra XR,2025,11,763
Klevra XR,2025,12,1007
Klevra XR,2026,1,579
Klevra XR,2026,2,131
LACTEUS 1,2024,3,-40
LACTEUS 1,2024,4,-23
LACTEUS 1,2024,5,0
LACTEUS 1,2024,6,0
LACTEUS 2,2024,2,0
LACTEUS 2,2024,3,-49
LACTEUS 2,2024,4,-22
LACTEUS 2,2024,5,-3
LACTEUS 2,2024,6,0
LACTEUS 2,2024,7,-1
LACTEUS 3,2024,3,-22
LACTEUS 3,2024,4,-9
LACTEUS 3,2024,5,0
LACTEUS AR,2024,3,-45
LACTEUS AR,2024,4,-22
LACTEUS AR,2024,5,0
LACTEUS AR,2024,6,0
LACTEUS GROW 3,2024,1,-2
LACTEUS GROW 3,2024,2,-1
LACTEUS GROW 3,2024,3,-1
LACTEUS GROW 3,2024,4,-9
LACTEUS GROW 3,2024,5,0
LACTEUS GROW 3,2024,6,0
LACTEUS LF,2024,3,-27
LACTEUS LF,2024,4,-16
LACTEUS LF,2024,5,0
LACTEUS LF,2024,6,0
LACTEUS MAMA,2024,4,-8
LACTEUS MAMA,2024,5,0
LACTEUS MAMA,2024,6,0
LACTEUS MAMA,2024,8,-3
LIMITROL,2024,1,2
Lowplat,2024,1,334113
Lowplat,2024,2,338066
Lowplat,2024,3,345655
Lowplat,2024,4,318718
Lowplat,2024,5,337628
Lowplat,2024,6,320618
Lowplat,2024,7,334099
Lowplat,2024,8,342158
Lowplat,2024,9,327021
Lowplat,2024,10,340505
Lowplat,2024,11,337105
Lowplat,2024,12,341049
Lowplat,2025,1,351436
Lowplat,2025,2,329790
Lowplat,2025,3,367324
Lowplat,2025,4,339309
Lowplat,2025,5,378963
Lowplat,2025,6,342349
Lowplat,2025,7,375778
Lowplat,2025,8,365796
Lowplat,2025,9,370899
Lowplat,2025,10,378088
Lowplat,2025,11,366086
Lowplat,2025,12,402972
Lowplat,2026,1,408396
Lowplat,2026,2,117753
Lowplat Plus,2024,1,418496
Lowplat Plus,2024,2,410066
Lowplat Plus,2024,3,436894
Lowplat Plus,2024,4,409323
Lowplat Plus,2024,5,420147
Lowplat Plus,2024,6,399531
Lowplat Plus,2024,7,422720
Lowplat Plus,2024,8,435289
Lowplat Plus,2024,9,427562
Lowplat Plus,2024,10,430227
Lowplat Plus,2024,11,419686
Lowplat Plus,2024,12,434763
Lowplat Plus,2025,1,446806
Lowplat Plus,2025,2,419665
Lowplat Plus,2025,3,455553
Lowplat Plus,2025,4,417420
Lowplat Plus,2025,5,453983
Lowplat Plus,2025,6,419192
Lowplat Plus,2025,7,460360
Lowplat Plus,2025,8,445510
Lowplat Plus,2025,9,461944
Lowplat Plus,2025,10,455151
Lowplat Plus,2025,11,435571
Lowplat Plus,2025,12,480583
Lowplat Plus,2026,1,481714
Lowplat Plus,2026,2,127268
MEZREL XR,2024,4,-1
MFIT,2024,2,-1
MFIT,2024,3,-15
MFIT,2024,4,-15
MFIT,2024,5,0
MFIT,2025,1,-1
Momist Nasal Spray,2025,7,5229
Momist Nasal Spray,2025,8,7683
Momist Nasal Spray,2025,9,7454
Momist Nasal Spray,2025,10,10017
Momist Nasal Spray,2025,11,11690
Momist Nasal Spray,2025,12,11726
Momist Nasal Spray,2026,1,10314
Momist Nasal Spray,2026,2,2384
MYOPRO,2024,1,-2
MYOPRO,2024,3,-37
MYOPRO,2024,4,-57
MYOPRO,2024,5,-11
MYOPRO,2024,6,0
MYOPRO,2024,12,-2
MYOPRO,2025,1,-2
NEBULIZERS,2024,3,0
NEBULIZERS,2024,11,16
NEBULIZERS,2024,12,-1
NEBULIZERS,2025,3,-1
NEBULIZERS,2025,4,-1
NEBULIZERS,2025,7,-2
NEBULIZERS,2026,1,-3
Neo Q 10,2024,1,2970
Neo Q 10,2024,2,2898
Neo Q 10,2024,3,2827
Neo Q 10,2024,4,2755
Neo Q 10,2024,5,2926
Neo Q 10,2024,6,2831
Neo Q 10,2024,7,3259
Neo Q 10,2024,8,3371
Neo Q 10,2024,9,3189
Neo Q 10,2024,10,3506
Neo Q 10,2024,11,3266
Neo Q 10,2024,12,3277
Neo Q 10,2025,1,3288
Neo Q 10,2025,2,3209
Neo Q 10,2025,3,2825
Neo Q 10,2025,4,3116
Neo Q 10,2025,5,3253
Neo Q 10,2025,6,2881
Neo Q 10,2025,7,3410
Neo Q 10,2025,8,3425
Neo Q 10,2025,9,3462
Neo Q 10,2025,10,3356
Neo Q 10,2025,11,3231
Neo Q 10,2025,12,3484
Neo Q 10,2026,1,3319
Neo Q 10,2026,2,685
Nise,2024,1,216778
Nise,2024,2,190795
Nise,2024,3,195914
Nise,2024,4,191155
Nise,2024,5,217385
Nise,2024,6,203238
Nise,2024,7,246574
Nise,2024,8,253271
Nise,2024,9,271369
Nise,2024,10,326680
Nise,2024,11,272211
Nise,2024,12,250009
Nise,2025,1,251774
Nise,2025,2,261329
Nise,2025,3,257688
Nise,2025,4,256665
Nise,2025,5,271106
Nise,2025,6,243564
Nise,2025,7,266974
Nise,2025,8,262799
Nise,2025,9,284301
Nise,2025,10,289384
Nise,2025,11,270002
Nise,2025,12,273645
Nise,2026,1,244557
Nise,2026,2,58592
NOZEA,2024,3,-4
NOZEA,2024,4,-9
NOZEA,2024,5,-4
NOZEA,2024,9,-1
NUVAL,2024,3,-17
NUVAL,2024,4,-58
NUVAL,2024,5,0
NUVAL,2024,6,0
NUVAL,2025,1,0
NUVAL D,2024,3,-26
NUVAL D,2024,4,-41
NUVAL D,2024,5,0
NUVAL D,2024,6,0
NUVAL D,2024,9,-6
NUVAL D,2024,10,-17
NUVAL D,2025,1,-1
NUVAL D,2025,6,-8
NUVAL D,2025,7,-4
NUVAL D,2025,11,-2
Omron BPM,2024,1,2113
Omron BPM,2024,2,328
Omron BPM,2024,3,2538
Omron BPM,2024,4,334
Omron BPM,2024,5,3405
Omron BPM,2024,6,2712
Omron BPM,2024,7,2245
Omron BPM,2024,8,2746
Omron BPM,2024,9,1537
Omron BPM,2024,10,2495
Omron BPM,2024,11,3584
Omron BPM,2024,12,2617
Omron BPM,2025,1,3865
Omron BPM,2025,2,3537
Omron BPM,2025,3,3147
Omron BPM,2025,4,1921
Omron BPM,2025,5,3493
Omron BPM,2025,6,2346
Omron BPM,2025,7,3427
Omron BPM,2025,8,3641
Omron BPM,2025,9,3144
Omron BPM,2025,10,3526
Omron BPM,2025,11,4130
Omron BPM,2025,12,4242
Omron BPM,2026,1,4544
Omron BPM,2026,2,323
Omron BPM Wrist,2024,1,93
Omron BPM Wrist,2024,2,143
Omron BPM Wrist,2024,3,149
Omron BPM Wrist,2024,4,32
Omron BPM Wrist,2024,5,385
Omron BPM Wrist,2024,6,32
Omron BPM Wrist,2024,7,1
Omron BPM Wrist,2024,8,143
Omron BPM Wrist,2024,9,6
Omron BPM Wrist,2024,10,120
Omron BPM Wrist,2024,11,1349
Omron BPM Wrist,2024,12,60
Omron BPM Wrist,2025,1,77
Omron BPM Wrist,2025,2,134
Omron BPM Wrist,2025,3,102
Omron BPM Wrist,2025,4,15
Omron BPM Wrist,2025,5,117
Omron BPM Wrist,2025,6,240
Omron BPM Wrist,2025,7,107
Omron BPM Wrist,2025,8,68
Omron BPM Wrist,2025,9,479
Omron BPM Wrist,2025,10,32
Omron BPM Wrist,2025,11,19
Omron BPM Wrist,2025,12,50
Omron BPM Wrist,2026,1,33
Omron BPM Wrist,2026,2,4
Omron ETB,2024,1,217
Omron ETB,2024,2,73
Omron ETB,2024,3,284
Omron ETB,2024,4,135
Omron ETB,2024,5,249
Omron ETB,2024,6,277
Omron ETB,2024,7,99
Omron ETB,2024,8,189
Omron ETB,2024,9,218
Omron ETB,2024,10,290
Omron ETB,2024,11,244
Omron ETB,2024,12,157
Omron ETB,2025,1,166
Omron ETB,2025,2,207
Omron ETB,2025,3,126
Omron ETB,2025,4,128
Omron ETB,2025,5,272
Omron ETB,2025,6,127
Omron ETB,2025,7,149
Omron ETB,2025,8,206
Omron ETB,2025,9,190
